GPSTrack
013950009319543 - 13.575881,100.767338 - time13/09/2015 0:00:07
013950004395373 - 13.575705,100.767273 - time13/09/2015 0:12:26
013950009314809 - 13.575721,100.767320 - time13/09/2015 0:12:28
013950009312506 - 13.575466,100.767506 - time13/09/2015 0:12:30
013950009324535 - 13.575588,100.767476 - time13/09/2015 0:12:33
013950009320004 - 13.575631,100.767265 - time13/09/2015 0:12:34
013777002492740 - 13.575768,100.767145 - time13/09/2015 0:12:33
013950009320152 - 13.575688,100.767023 - time13/09/2015 0:12:35
013950009319543 - 13.575726,100.767495 - time13/09/2015 0:12:36
013950009320426 - 13.575750,100.767376 - time13/09/2015 0:12:41
013777008958603 - 13.575545,100.766998 - time13/09/2015 0:12:42
013950009309742 - 13.575761,100.767063 - time13/09/2015 0:12:44
013950009319972 - 13.575918,100.767368 - time13/09/2015 0:12:46
013950009315384 - 13.575676,100.767550 - time13/09/2015 0:12:48
013950009323768 - 13.575745,100.766990 - time13/09/2015 0:12:48
013950009324832 - 13.575906,100.767323 - time13/09/2015 0:12:49
013950009320509 - 13.575748,100.767483 - time13/09/2015 0:12:54
013950009319790 - 13.575725,100.767223 - time13/09/2015 0:12:56
013950004395373 - 13.575705,100.767273 - time13/09/2015 0:12:56
013950009314809 - 13.575715,100.767318 - time13/09/2015 0:12:58
013950009312506 - 13.575565,100.767551 - time13/09/2015 0:12:59
013950009324535 - 13.575558,100.767461 - time13/09/2015 0:13:02
013950009320004 - 13.575516,100.767313 - time13/09/2015 0:13:04
013950009320152 - 13.575700,100.767025 - time13/09/2015 0:13:04
013777002492740 - 13.575768,100.767145 - time13/09/2015 0:13:04
013950009319543 - 13.575651,100.767556 - time13/09/2015 0:13:06
013950009320426 - 13.575776,100.767393 - time13/09/2015 0:13:11
013777008958603 - 13.575545,100.766998 - time13/09/2015 0:13:12
013950009309742 - 13.575778,100.767065 - time13/09/2015 0:13:14
013950009319972 - 13.575898,100.767396 - time13/09/2015 0:13:16
013950009315384 - 13.575721,100.767543 - time13/09/2015 0:13:18
013950009323768 - 13.575763,100.766995 - time13/09/2015 0:13:18
013950009324832 - 13.575875,100.767313 - time13/09/2015 0:13:19
013950009320509 - 13.575793,100.767563 - time13/09/2015 0:13:24
013950009319790 - 13.575725,100.767206 - time13/09/2015 0:13:26
013950004395373 - 13.575705,100.767273 - time13/09/2015 0:13:26
013950009314809 - 13.575713,100.767320 - time13/09/2015 0:13:28
013950009312506 - 13.575620,100.767578 - time13/09/2015 0:13:29
013950009324535 - 13.575663,100.767485 - time13/09/2015 0:13:32
013950009320004 - 13.575515,100.767325 - time13/09/2015 0:13:34
013950009320152 - 13.575718,100.767036 - time13/09/2015 0:13:34
013777002492740 - 13.575768,100.767145 - time13/09/2015 0:13:34
013950009319543 - 13.575653,100.767616 - time13/09/2015 0:13:36
013950009320426 - 13.575771,100.767373 - time13/09/2015 0:13:41
013777008958603 - 13.575545,100.766998 - time13/09/2015 0:13:43
013950009309742 - 13.575781,100.767055 - time13/09/2015 0:13:44
013950009319972 - 13.575850,100.767485 - time13/09/2015 0:13:46
013950009315384 - 13.575703,100.767543 - time13/09/2015 0:13:48
013950009323768 - 13.575763,100.766996 - time13/09/2015 0:13:48
013950009324832 - 13.575826,100.767266 - time13/09/2015 0:13:49
013950009320509 - 13.575726,100.767425 - time13/09/2015 0:13:54
013950009319790 - 13.575718,100.767213 - time13/09/2015 0:13:56
013950004395373 - 13.575705,100.767273 - time13/09/2015 0:13:56
013950009314809 - 13.575710,100.767311 - time13/09/2015 0:13:58
013950009312506 - 13.575490,100.767576 - time13/09/2015 0:13:59
013950009324535 - 13.575666,100.767473 - time13/09/2015 0:14:02
013950009320004 - 13.575530,100.767298 - time13/09/2015 0:14:04
013950009320152 - 13.575741,100.767060 - time13/09/2015 0:14:04
013777002492740 - 13.575768,100.767145 - time13/09/2015 0:14:04
013950009319543 - 13.575633,100.767640 - time13/09/2015 0:14:06
013950009320426 - 13.575760,100.767373 - time13/09/2015 0:14:11
013777008958603 - 13.575545,100.766998 - time13/09/2015 0:14:13
013950009309742 - 13.575790,100.767058 - time13/09/2015 0:14:14
013950009319972 - 13.575821,100.767496 - time13/09/2015 0:14:16
013950009315384 - 13.575698,100.767525 - time13/09/2015 0:14:18
013950009323768 - 13.575773,100.767023 - time13/09/2015 0:14:18
013950009324832 - 13.575721,100.767290 - time13/09/2015 0:14:19
013950009320509 - 13.575746,100.767313 - time13/09/2015 0:14:24
013950009319790 - 13.575718,100.767225 - time13/09/2015 0:14:25
013950004395373 - 13.575705,100.767273 - time13/09/2015 0:14:27
013950009314809 - 13.575718,100.767310 - time13/09/2015 0:14:28
013950009312506 - 13.575440,100.767568 - time13/09/2015 0:14:29
013950009324535 - 13.575695,100.767380 - time13/09/2015 0:14:32
013950009320004 - 13.575630,100.767213 - time13/09/2015 0:14:34
013950009320152 - 13.575740,100.767070 - time13/09/2015 0:14:34
013777002492740 - 13.575768,100.767145 - time13/09/2015 0:14:35
013950009319543 - 13.575598,100.767528 - time13/09/2015 0:14:36
013950009320426 - 13.575683,100.767316 - time13/09/2015 0:14:41
013777008958603 - 13.575545,100.766998 - time13/09/2015 0:14:43
013950009309742 - 13.575793,100.767071 - time13/09/2015 0:14:44
013950009319972 - 13.575828,100.767471 - time13/09/2015 0:14:46
013950009315384 - 13.575705,100.767510 - time13/09/2015 0:14:48
013950009323768 - 13.575775,100.767020 - time13/09/2015 0:14:48
013950009324832 - 13.575715,100.767261 - time13/09/2015 0:14:49
013950009320509 - 13.575788,100.767281 - time13/09/2015 0:14:54
013950009319790 - 13.575720,100.767221 - time13/09/2015 0:14:55
013950009314809 - 13.575721,100.767318 - time13/09/2015 0:14:57
013950004395373 - 13.575705,100.767273 - time13/09/2015 0:14:57
013950009312506 - 13.575388,100.767416 - time13/09/2015 0:14:59
013950009324535 - 13.575758,100.767373 - time13/09/2015 0:15:02
013950009320004 - 13.575716,100.767115 - time13/09/2015 0:15:04
013950009320152 - 13.575735,100.767080 - time13/09/2015 0:15:04
013777002492740 - 13.575768,100.767145 - time13/09/2015 0:15:05
013950009319543 - 13.575530,100.767481 - time13/09/2015 0:15:06
013950009320426 - 13.575668,100.767300 - time13/09/2015 0:15:11
013777008958603 - 13.575545,100.766998 - time13/09/2015 0:15:13
013950009309742 - 13.575793,100.767085 - time13/09/2015 0:15:14
013950009319972 - 13.575868,100.767453 - time13/09/2015 0:15:15
013950009323768 - 13.575773,100.767028 - time13/09/2015 0:15:18
013950009315384 - 13.575770,100.767525 - time13/09/2015 0:15:18
013950009324832 - 13.575696,100.767210 - time13/09/2015 0:15:19
013950009319790 - 13.575725,100.767218 - time13/09/2015 0:15:25
013950009320509 - 13.575788,100.767318 - time13/09/2015 0:15:24
013950009314809 - 13.575716,100.767330 - time13/09/2015 0:15:27
013950004395373 - 13.575705,100.767273 - time13/09/2015 0:15:27
013950009312506 - 13.575483,100.767515 - time13/09/2015 0:15:29
013950009324535 - 13.575743,100.767331 - time13/09/2015 0:15:32
013950009320152 - 13.575740,100.767078 - time13/09/2015 0:15:34
013950009320004 - 13.575678,100.767148 - time13/09/2015 0:15:34
013777002492740 - 13.575768,100.767145 - time13/09/2015 0:15:35
013950009319543 - 13.575566,100.767516 - time13/09/2015 0:15:36
013950009320426 - 13.575653,100.767276 - time13/09/2015 0:15:41
013777008958603 - 13.575545,100.766998 - time13/09/2015 0:15:43
013950009309742 - 13.575791,100.767083 - time13/09/2015 0:15:44
013950009319972 - 13.575873,100.767418 - time13/09/2015 0:15:45
013950009323768 - 13.575775,100.767050 - time13/09/2015 0:15:48
013950009315384 - 13.575760,100.767531 - time13/09/2015 0:15:48
013950009324832 - 13.575768,100.767166 - time13/09/2015 0:15:49
013950009320509 - 13.575753,100.767318 - time13/09/2015 0:15:54
013950009319790 - 13.575728,100.767216 - time13/09/2015 0:15:55
013950009314809 - 13.575700,100.767331 - time13/09/2015 0:15:57
013950004395373 - 13.575705,100.767273 - time13/09/2015 0:15:57
013950009312506 - 13.575478,100.767575 - time13/09/2015 0:15:59
013950009324535 - 13.575705,100.767466 - time13/09/2015 0:16:02
013950009320152 - 13.575743,100.767075 - time13/09/2015 0:16:04
013950009320004 - 13.575673,100.767170 - time13/09/2015 0:16:04
013950009319543 - 13.575391,100.767515 - time13/09/2015 0:16:06
013777002492740 - 13.575768,100.767145 - time13/09/2015 0:16:05
013950009320426 - 13.575658,100.767275 - time13/09/2015 0:16:10
013777008958603 - 13.575545,100.766998 - time13/09/2015 0:16:13
013950009309742 - 13.575791,100.767085 - time13/09/2015 0:16:14
013950009319972 - 13.575898,100.767351 - time13/09/2015 0:16:15
013950009323768 - 13.575790,100.767058 - time13/09/2015 0:16:18
013950009315384 - 13.575733,100.767525 - time13/09/2015 0:16:18
013950009324832 - 13.575805,100.767208 - time13/09/2015 0:16:19
013950009320509 - 13.575751,100.767281 - time13/09/2015 0:16:24
013950009319790 - 13.575728,100.767216 - time13/09/2015 0:16:25
013950009314809 - 13.575705,100.767325 - time13/09/2015 0:16:27
013950004395373 - 13.575705,100.767273 - time13/09/2015 0:16:28
013950009312506 - 13.575496,100.767611 - time13/09/2015 0:16:29
013950009324535 - 13.575625,100.767455 - time13/09/2015 0:16:32
013950009320152 - 13.575748,100.767070 - time13/09/2015 0:16:34
013950009320004 - 13.575628,100.767228 - time13/09/2015 0:16:34
013950009319543 - 13.575651,100.767578 - time13/09/2015 0:16:36
013777002492740 - 13.575768,100.767145 - time13/09/2015 0:16:36
013950009320426 - 13.575671,100.767273 - time13/09/2015 0:16:40
013950009309742 - 13.575793,100.767083 - time13/09/2015 0:16:44
013777008958603 - 13.575545,100.766998 - time13/09/2015 0:16:44
013950009319972 - 13.575868,100.767340 - time13/09/2015 0:16:45
013950009315384 - 13.575705,100.767513 - time13/09/2015 0:16:48
013950009323768 - 13.575776,100.767060 - time13/09/2015 0:16:48
013950009324832 - 13.575790,100.767241 - time13/09/2015 0:16:49
013950009320509 - 13.575776,100.767268 - time13/09/2015 0:16:54
013950009319790 - 13.575733,100.767216 - time13/09/2015 0:16:55
013950009314809 - 13.575688,100.767303 - time13/09/2015 0:16:57
013950009312506 - 13.575535,100.767555 - time13/09/2015 0:16:59
013950004395373 - 13.575705,100.767273 - time13/09/2015 0:16:58
013950009324535 - 13.575648,100.767440 - time13/09/2015 0:17:02
013950009320152 - 13.575765,100.767068 - time13/09/2015 0:17:04
013950009320004 - 13.575585,100.767250 - time13/09/2015 0:17:04
013950009319543 - 13.575803,100.767525 - time13/09/2015 0:17:06
013777002492740 - 13.575768,100.767145 - time13/09/2015 0:17:06
013950009320426 - 13.575648,100.767255 - time13/09/2015 0:17:10
013950009309742 - 13.575793,100.767076 - time13/09/2015 0:17:14
013777008958603 - 13.575545,100.766998 - time13/09/2015 0:17:14
013950009319972 - 13.575803,100.767360 - time13/09/2015 0:17:15
013950009323768 - 13.575770,100.767041 - time13/09/2015 0:17:18
013950009315384 - 13.575690,100.767541 - time13/09/2015 0:17:18
013950009324832 - 13.575788,100.767360 - time13/09/2015 0:17:19
013950009320509 - 13.575738,100.767253 - time13/09/2015 0:17:24
013950009319790 - 13.575736,100.767220 - time13/09/2015 0:17:25
013950009314809 - 13.575680,100.767305 - time13/09/2015 0:17:27
013950009312506 - 13.575616,100.767586 - time13/09/2015 0:17:28
013950004395373 - 13.575705,100.767273 - time13/09/2015 0:17:28
013950009324535 - 13.575596,100.767480 - time13/09/2015 0:17:32
013950009320152 - 13.575751,100.767081 - time13/09/2015 0:17:34
013950009320004 - 13.575541,100.767251 - time13/09/2015 0:17:34
013950009319543 - 13.576000,100.767510 - time13/09/2015 0:17:36
013777002492740 - 13.575768,100.767145 - time13/09/2015 0:17:36
013950009320426 - 13.575653,100.767255 - time13/09/2015 0:17:40
013950009309742 - 13.575776,100.767065 - time13/09/2015 0:17:44
013777008958603 - 13.575545,100.766998 - time13/09/2015 0:17:44
013950009319972 - 13.575786,100.767346 - time13/09/2015 0:17:45
013950009323768 - 13.575758,100.767046 - time13/09/2015 0:17:48
013950009315384 - 13.575708,100.767560 - time13/09/2015 0:17:48
013950009324832 - 13.575761,100.767376 - time13/09/2015 0:17:49
013950009320509 - 13.575778,100.767260 - time13/09/2015 0:17:54
013950009319790 - 13.575733,100.767225 - time13/09/2015 0:17:54
013950009314809 - 13.575678,100.767303 - time13/09/2015 0:17:57
013950009312506 - 13.575555,100.767545 - time13/09/2015 0:17:58
013950004395373 - 13.575705,100.767273 - time13/09/2015 0:17:58
013950009324535 - 13.575613,100.767421 - time13/09/2015 0:18:02
013950009320152 - 13.575745,100.767081 - time13/09/2015 0:18:04
013950009320004 - 13.575611,100.767328 - time13/09/2015 0:18:04
013950009319543 - 13.576003,100.767606 - time13/09/2015 0:18:06
013777002492740 - 13.575768,100.767145 - time13/09/2015 0:18:06
013950009320426 - 13.575668,100.767248 - time13/09/2015 0:18:10
013950009309742 - 13.575761,100.767038 - time13/09/2015 0:18:14
013777008958603 - 13.575545,100.766998 - time13/09/2015 0:18:14
013950009319972 - 13.575755,100.767348 - time13/09/2015 0:18:15
013950009315384 - 13.575771,100.767555 - time13/09/2015 0:18:18
013950009323768 - 13.575778,100.767045 - time13/09/2015 0:18:18
013950009324832 - 13.575661,100.767366 - time13/09/2015 0:18:19
013950009320509 - 13.575655,100.767300 - time13/09/2015 0:18:24
013950009319790 - 13.575741,100.767235 - time13/09/2015 0:18:24
013950009314809 - 13.575690,100.767291 - time13/09/2015 0:18:27
013950009312506 - 13.575538,100.767535 - time13/09/2015 0:18:28
013950004395373 - 13.575705,100.767273 - time13/09/2015 0:18:29
013950009324535 - 13.575606,100.767385 - time13/09/2015 0:18:32
013950009320152 - 13.575738,100.767101 - time13/09/2015 0:18:33
013950009320004 - 13.575633,100.767410 - time13/09/2015 0:18:34
013950009319543 - 13.576050,100.767598 - time13/09/2015 0:18:36
013777002492740 - 13.575768,100.767145 - time13/09/2015 0:18:37
013950009320426 - 13.575681,100.767270 - time13/09/2015 0:18:40
013950009309742 - 13.575758,100.767045 - time13/09/2015 0:18:44
013777008958603 - 13.575545,100.766998 - time13/09/2015 0:18:44
013950009319972 - 13.575731,100.767373 - time13/09/2015 0:18:45
013950009323768 - 13.575781,100.767078 - time13/09/2015 0:18:48
013950009315384 - 13.575756,100.767551 - time13/09/2015 0:18:48
013950009324832 - 13.575620,100.767375 - time13/09/2015 0:18:49
013950009320509 - 13.575678,100.767285 - time13/09/2015 0:18:54
013950009319790 - 13.575731,100.767243 - time13/09/2015 0:18:54
013950009314809 - 13.575700,100.767311 - time13/09/2015 0:18:57
013950009312506 - 13.575528,100.767535 - time13/09/2015 0:18:58
013950004395373 - 13.575705,100.767273 - time13/09/2015 0:18:59
013950009324535 - 13.575600,100.767348 - time13/09/2015 0:19:02
013950009320152 - 13.575730,100.767108 - time13/09/2015 0:19:03
013950009320004 - 13.575536,100.767440 - time13/09/2015 0:19:04
013950009319543 - 13.576106,100.767653 - time13/09/2015 0:19:06
013777002492740 - 13.575768,100.767145 - time13/09/2015 0:19:07
013950009320426 - 13.575701,100.767296 - time13/09/2015 0:19:10
013950009309742 - 13.575746,100.767041 - time13/09/2015 0:19:14
013950009319972 - 13.575738,100.767376 - time13/09/2015 0:19:15
013777008958603 - 13.575545,100.766998 - time13/09/2015 0:19:14
013950009323768 - 13.575780,100.767056 - time13/09/2015 0:19:18
013950009315384 - 13.575693,100.767518 - time13/09/2015 0:19:18
013950009324832 - 13.575676,100.767321 - time13/09/2015 0:19:19
013950009320509 - 13.575791,100.767325 - time13/09/2015 0:19:24
013950009319790 - 13.575736,100.767248 - time13/09/2015 0:19:24
013950009314809 - 13.575718,100.767321 - time13/09/2015 0:19:27
013950009312506 - 13.575563,100.767535 - time13/09/2015 0:19:28
013950004395373 - 13.575705,100.767273 - time13/09/2015 0:19:29
013950009324535 - 13.575613,100.767328 - time13/09/2015 0:19:32
013950009320152 - 13.575735,100.767101 - time13/09/2015 0:19:33
013950009320004 - 13.575590,100.767398 - time13/09/2015 0:19:34
013950009319543 - 13.575905,100.767581 - time13/09/2015 0:19:36
013777002492740 - 13.575768,100.767145 - time13/09/2015 0:19:37
013950009320426 - 13.575706,100.767321 - time13/09/2015 0:19:40
013950009309742 - 13.575743,100.767030 - time13/09/2015 0:19:44
013950009319972 - 13.575725,100.767375 - time13/09/2015 0:19:45
013777008958603 - 13.575545,100.766998 - time13/09/2015 0:19:44
013950009323768 - 13.575771,100.767021 - time13/09/2015 0:19:48
013950009315384 - 13.575748,100.767508 - time13/09/2015 0:19:48
013950009324832 - 13.575696,100.767251 - time13/09/2015 0:19:49
013950009320509 - 13.575795,100.767311 - time13/09/2015 0:19:54
013950009319790 - 13.575751,100.767235 - time13/09/2015 0:19:54
013950009314809 - 13.575690,100.767296 - time13/09/2015 0:19:57
013950009312506 - 13.575571,100.767581 - time13/09/2015 0:19:58
013950004395373 - 13.575705,100.767273 - time13/09/2015 0:20:00
013950009324535 - 13.575633,100.767306 - time13/09/2015 0:20:02
013950009320152 - 13.575738,100.767111 - time13/09/2015 0:20:03
013950009320004 - 13.575693,100.767341 - time13/09/2015 0:20:04
013950009319543 - 13.575781,100.767501 - time13/09/2015 0:20:06
013777002492740 - 13.575768,100.767145 - time13/09/2015 0:20:07
013950009320426 - 13.575700,100.767328 - time13/09/2015 0:20:10
013950009309742 - 13.575750,100.767045 - time13/09/2015 0:20:14
013950009319972 - 13.575670,100.767393 - time13/09/2015 0:20:15
013777008958603 - 13.575545,100.766998 - time13/09/2015 0:20:15
013950009323768 - 13.575770,100.767013 - time13/09/2015 0:20:18
013950009315384 - 13.575791,100.767505 - time13/09/2015 0:20:18
013950009324832 - 13.575705,100.767203 - time13/09/2015 0:20:19
013950009319790 - 13.575755,100.767246 - time13/09/2015 0:20:24
013950009320509 - 13.575733,100.767328 - time13/09/2015 0:20:24
013950009314809 - 13.575703,100.767288 - time13/09/2015 0:20:27
013950009312506 - 13.575560,100.767553 - time13/09/2015 0:20:28
013950004395373 - 13.575705,100.767273 - time13/09/2015 0:20:30
013950009324535 - 13.575718,100.767328 - time13/09/2015 0:20:31
013950009320152 - 13.575745,100.767108 - time13/09/2015 0:20:33
013950009320004 - 13.575678,100.767331 - time13/09/2015 0:20:34
013950009319543 - 13.575606,100.767501 - time13/09/2015 0:20:36
013777002492740 - 13.575768,100.767145 - time13/09/2015 0:20:38
013950009320426 - 13.575695,100.767326 - time13/09/2015 0:20:40
013950009309742 - 13.575743,100.767033 - time13/09/2015 0:20:44
