GPSTrack
013950009309742 - 0.000000,0.000000 - time01/01/2000 7:03:39
013950009329336 - 0.000000,0.000000 - time01/01/2000 7:48:29
013950009324477 - 0.000000,0.000000 - time01/01/2000 7:14:24
013950009319147 - 0.000000,0.000000 - time01/01/2000 7:54:07
013777008958603 - 9.762193,99.082160 - time07/08/2015 4:15:20
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:00:26
013950009320426 - 0.000000,0.000000 - time01/01/2000 7:39:26
013950009328270 - 13.834991,100.514261 - time11/09/2015 10:23:24
013950009309213 - 0.000000,0.000000 - time01/01/2000 7:34:37
013950009324477 - 0.000000,0.000000 - time01/01/2000 7:14:51
013950009329336 - 0.000000,0.000000 - time01/01/2000 7:48:38
013950009319451 - 0.000000,0.000000 - time01/01/2000 7:55:09
013950009319147 - 0.000000,0.000000 - time01/01/2000 7:55:07
013950009320426 - 0.000000,0.000000 - time01/01/2000 7:40:26
013950009328270 - 0.000000,0.000000 - time01/01/2000 7:18:47
013777008958603 - 9.762193,99.082160 - time07/08/2015 4:15:49
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:00:40
013950009309213 - 0.000000,0.000000 - time01/01/2000 7:35:37
013950009324477 - 0.000000,0.000000 - time01/01/2000 7:15:50
013950009319147 - 0.000000,0.000000 - time01/01/2000 7:56:07
013950009319451 - 0.000000,0.000000 - time01/01/2000 7:56:06
013950009320426 - 0.000000,0.000000 - time01/01/2000 7:41:26
013950009329336 - 0.000000,0.000000 - time01/01/2000 7:49:38
013950009328270 - 0.000000,0.000000 - time01/01/2000 7:19:47
013777008958603 - 9.762193,99.082160 - time07/08/2015 4:09:40
013950009309213 - 0.000000,0.000000 - time01/01/2000 7:36:36
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:01:10
013950009319147 - 0.000000,0.000000 - time01/01/2000 7:57:07
013950009319451 - 0.000000,0.000000 - time01/01/2000 7:56:09
013950009320426 - 0.000000,0.000000 - time01/01/2000 7:42:26
013950009328270 - 0.000000,0.000000 - time01/01/2000 7:20:47
013950009329336 - 0.000000,0.000000 - time01/01/2000 7:50:38
013950009324477 - 0.000000,0.000000 - time01/01/2000 7:16:50
013777008958603 - 9.762193,99.082160 - time07/08/2015 4:17:14
013950009319972 - 0.000000,0.000000 - time01/01/2000 7:05:25
013950009319147 - 0.000000,0.000000 - time01/01/2000 7:58:07
013950009309213 - 0.000000,0.000000 - time01/01/2000 7:37:36
013950009328270 - 0.000000,0.000000 - time01/01/2000 7:21:46
013950009329336 - 0.000000,0.000000 - time01/01/2000 7:51:38
013950009324477 - 0.000000,0.000000 - time01/01/2000 7:17:50
013950009319972 - 0.000000,0.000000 - time01/01/2000 7:07:43
013950009320426 - 0.000000,0.000000 - time01/01/2000 7:43:17
013777008958603 - 9.762193,99.082160 - time07/08/2015 4:17:44
013950009309213 - 0.000000,0.000000 - time01/01/2000 7:38:36
013950009319147 - 0.000000,0.000000 - time01/01/2000 7:59:07
013950009329336 - 0.000000,0.000000 - time01/01/2000 7:52:38
013950009324477 - 0.000000,0.000000 - time01/01/2000 7:18:50
013950009319972 - 0.000000,0.000000 - time01/01/2000 7:08:43
013950009320426 - 0.000000,0.000000 - time01/01/2000 7:43:26
013950009328270 - 0.000000,0.000000 - time01/01/2000 7:22:46
013950009319451 - 0.000000,0.000000 - time01/01/2000 7:57:09
013777008958603 - 9.762193,99.082160 - time07/08/2015 4:18:13
013950009329336 - 0.000000,0.000000 - time01/01/2000 7:53:38
013950009319147 - 0.000000,0.000000 - time01/01/2000 8:00:07
013950009309213 - 0.000000,0.000000 - time01/01/2000 7:39:36
013950009324477 - 13.834828,100.514386 - time11/09/2015 10:23:32
013950009328270 - 0.000000,0.000000 - time01/01/2000 7:23:46
013950009320426 - 0.000000,0.000000 - time01/01/2000 7:44:26
013950009319972 - 0.000000,0.000000 - time01/01/2000 7:09:43
013950009319451 - 0.000000,0.000000 - time01/01/2000 7:58:09
013950009329336 - 0.000000,0.000000 - time01/01/2000 7:54:38
013950009319147 - 0.000000,0.000000 - time01/01/2000 8:01:04
013950009309213 - 0.000000,0.000000 - time01/01/2000 7:40:35
013950009324477 - 0.000000,0.000000 - time01/01/2000 7:19:50
013777008958603 - 9.762193,99.082160 - time07/08/2015 4:18:43
013950009328270 - 0.000000,0.000000 - time01/01/2000 7:24:46
013950009320426 - 0.000000,0.000000 - time01/01/2000 7:45:26
013950009319972 - 0.000000,0.000000 - time01/01/2000 7:10:43
013950009319451 - 0.000000,0.000000 - time01/01/2000 7:59:09
013950009329336 - 0.000000,0.000000 - time01/01/2000 7:55:38
013950009319147 - 0.000000,0.000000 - time01/01/2000 8:01:07
013950009309213 - 13.835015,100.514240 - time11/09/2015 10:23:34
013950009324477 - 0.000000,0.000000 - time01/01/2000 7:20:50
013777008958603 - 9.762193,99.082160 - time07/08/2015 4:19:13
013950009328270 - 0.000000,0.000000 - time01/01/2000 7:25:25
013950009320426 - 0.000000,0.000000 - time01/01/2000 7:46:26
013950009319972 - 0.000000,0.000000 - time01/01/2000 7:11:43
013950009319451 - 13.834925,100.514233 - time11/09/2015 10:23:34
013950009329336 - 0.000000,0.000000 - time01/01/2000 7:56:38
013950009319147 - 0.000000,0.000000 - time01/01/2000 8:02:07
013777008958603 - 9.762193,99.082160 - time07/08/2015 4:19:42
013950009309213 - 0.000000,0.000000 - time01/01/2000 7:41:35
013950009324477 - 0.000000,0.000000 - time01/01/2000 7:21:50
013950009328270 - 0.000000,0.000000 - time01/01/2000 7:25:46
013950009320426 - 0.000000,0.000000 - time01/01/2000 7:47:26
013950009319451 - 0.000000,0.000000 - time01/01/2000 8:00:09
013950009319972 - 0.000000,0.000000 - time01/01/2000 7:12:43
013950009319147 - 0.000000,0.000000 - time01/01/2000 8:03:07
013950009309213 - 0.000000,0.000000 - time01/01/2000 7:42:35
013950009324477 - 0.000000,0.000000 - time01/01/2000 7:22:49
013950009328270 - 0.000000,0.000000 - time01/01/2000 7:26:46
013950009329336 - 0.000000,0.000000 - time01/01/2000 7:57:38
013950009320426 - 0.000000,0.000000 - time01/01/2000 7:48:26
013950009319451 - 0.000000,0.000000 - time01/01/2000 8:01:09
013950009319972 - 0.000000,0.000000 - time01/01/2000 7:13:43
013950009319147 - 0.000000,0.000000 - time01/01/2000 8:04:06
013777008958603 - 9.762193,99.082160 - time07/08/2015 4:20:12
013950009328270 - 0.000000,0.000000 - time01/01/2000 7:27:46
013950009329336 - 0.000000,0.000000 - time01/01/2000 7:58:35
013950009320426 - 0.000000,0.000000 - time01/01/2000 7:49:26
013950009319451 - 0.000000,0.000000 - time01/01/2000 8:02:09
013950009309213 - 0.000000,0.000000 - time01/01/2000 7:43:26
013950009324477 - 0.000000,0.000000 - time01/01/2000 7:23:49
013950009319972 - 0.000000,0.000000 - time01/01/2000 7:14:42
013950009319147 - 0.000000,0.000000 - time01/01/2000 8:05:06
013950009328270 - 0.000000,0.000000 - time01/01/2000 7:28:45
013950009329336 - 0.000000,0.000000 - time01/01/2000 7:58:38
013777008958603 - 9.762193,99.082160 - time07/08/2015 4:20:42
013950009319451 - 0.000000,0.000000 - time01/01/2000 8:03:08
013950009309213 - 0.000000,0.000000 - time01/01/2000 7:43:35
013950009320426 - 0.000000,0.000000 - time01/01/2000 7:50:26
013950009324477 - 0.000000,0.000000 - time01/01/2000 7:24:28
013950009319972 - 0.000000,0.000000 - time01/01/2000 7:15:42
013950009329336 - 0.000000,0.000000 - time01/01/2000 7:59:38
013950009319147 - 0.000000,0.000000 - time01/01/2000 8:06:06
013777008958603 - 9.762193,99.082160 - time07/08/2015 4:21:11
013950009328270 - 0.000000,0.000000 - time01/01/2000 7:29:45
013950009309213 - 0.000000,0.000000 - time01/01/2000 7:44:34
013950009320426 - 0.000000,0.000000 - time01/01/2000 7:51:26
013950009324477 - 0.000000,0.000000 - time01/01/2000 7:24:49
013950009319451 - 0.000000,0.000000 - time01/01/2000 8:04:08
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:01:40
013950009329336 - 13.834950,100.514246 - time11/09/2015 10:23:40
013950009319147 - 0.000000,0.000000 - time01/01/2000 8:07:06
013950009314809 - 13.835013,100.514228 - time11/09/2015 10:23:42
013950009328270 - 0.000000,0.000000 - time01/01/2000 7:30:45
013777008958603 - 9.762193,99.082160 - time07/08/2015 4:21:41
013950009309213 - 0.000000,0.000000 - time01/01/2000 7:45:34
013950009320426 - 0.000000,0.000000 - time01/01/2000 7:52:26
013950009324477 - 0.000000,0.000000 - time01/01/2000 7:25:49
013950009319451 - 0.000000,0.000000 - time01/01/2000 8:05:08
013950009319972 - 0.000000,0.000000 - time01/01/2000 7:16:15
013950009329336 - 0.000000,0.000000 - time01/01/2000 8:00:38
013950009319147 - 0.000000,0.000000 - time01/01/2000 8:08:06
013950009328270 - 0.000000,0.000000 - time01/01/2000 7:31:45
013950009309213 - 0.000000,0.000000 - time01/01/2000 7:46:34
013950009320426 - 0.000000,0.000000 - time01/01/2000 7:53:22
013777008958603 - 9.762193,99.082160 - time07/08/2015 4:22:11
013950009324477 - 0.000000,0.000000 - time01/01/2000 7:26:49
013950009319972 - 0.000000,0.000000 - time01/01/2000 7:16:42
013950009319451 - 0.000000,0.000000 - time01/01/2000 8:06:08
013950009329336 - 0.000000,0.000000 - time01/01/2000 8:01:38
013950009319147 - 0.000000,0.000000 - time01/01/2000 8:09:06
013950009328270 - 0.000000,0.000000 - time01/01/2000 7:32:45
013950009309213 - 0.000000,0.000000 - time01/01/2000 7:47:34
013777008958603 - 9.762193,99.082160 - time07/08/2015 4:22:41
013950009320426 - 0.000000,0.000000 - time01/01/2000 7:53:26
013950009324477 - 0.000000,0.000000 - time01/01/2000 7:27:49
013950009329336 - 0.000000,0.000000 - time01/01/2000 8:02:38
013950009319147 - 13.834945,100.514288 - time11/09/2015 10:23:45
013950009319451 - 0.000000,0.000000 - time01/01/2000 8:06:11
013950009328270 - 0.000000,0.000000 - time01/01/2000 7:33:45
013950009319972 - 0.000000,0.000000 - time01/01/2000 7:17:42
013950009309213 - 0.000000,0.000000 - time01/01/2000 7:48:33
013950009320426 - 0.000000,0.000000 - time01/01/2000 7:54:25
013777008958603 - 9.762193,99.082160 - time07/08/2015 4:23:10
013950009324477 - 0.000000,0.000000 - time01/01/2000 7:28:48
013950009319147 - 0.000000,0.000000 - time01/01/2000 8:10:06
013950009319451 - 0.000000,0.000000 - time01/01/2000 8:07:08
013950009328270 - 0.000000,0.000000 - time01/01/2000 7:34:44
013950009319972 - 0.000000,0.000000 - time01/01/2000 7:18:42
013950009329336 - 0.000000,0.000000 - time01/01/2000 8:03:38
013950009320426 - 13.834980,100.514248 - time11/09/2015 10:23:46
013777008958603 - 9.762193,99.082160 - time07/08/2015 4:23:40
013950009324477 - 0.000000,0.000000 - time01/01/2000 7:29:48
013950009309213 - 0.000000,0.000000 - time01/01/2000 7:49:33
013950009319147 - 0.000000,0.000000 - time01/01/2000 8:11:06
013950009319451 - 0.000000,0.000000 - time01/01/2000 8:08:08
013950009328270 - 0.000000,0.000000 - time01/01/2000 7:35:29
013950009329336 - 0.000000,0.000000 - time01/01/2000 8:04:38
013950009319972 - 0.000000,0.000000 - time01/01/2000 7:19:42
013950009320426 - 0.000000,0.000000 - time01/01/2000 7:55:25
013950009319147 - 0.000000,0.000000 - time01/01/2000 8:11:08
013950009309213 - 0.000000,0.000000 - time01/01/2000 7:50:33
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:23:48
013950009328270 - 0.000000,0.000000 - time01/01/2000 7:35:44
013950009319451 - 0.000000,0.000000 - time01/01/2000 8:09:08
013950009324477 - 0.000000,0.000000 - time01/01/2000 7:30:48
013950009319972 - 0.000000,0.000000 - time01/01/2000 7:20:42
013950009329336 - 0.000000,0.000000 - time01/01/2000 8:05:38
013950009319147 - 0.000000,0.000000 - time01/01/2000 8:12:06
013950009320285 - 13.834920,100.514203 - time11/09/2015 10:23:49
013950009309213 - 0.000000,0.000000 - time01/01/2000 7:51:33
013950009320426 - 0.000000,0.000000 - time01/01/2000 7:56:25
013777008958603 - 9.762193,99.082160 - time07/08/2015 4:24:10
013950009324477 - 0.000000,0.000000 - time01/01/2000 7:31:48
013950009319972 - 0.000000,0.000000 - time01/01/2000 7:21:42
013950009319451 - 0.000000,0.000000 - time01/01/2000 8:10:08
013950009328270 - 0.000000,0.000000 - time01/01/2000 7:36:44
013950009329336 - 0.000000,0.000000 - time01/01/2000 8:06:38
013950009309213 - 0.000000,0.000000 - time01/01/2000 7:52:32
013950009320426 - 0.000000,0.000000 - time01/01/2000 7:57:25
013777008958603 - 9.762193,99.082160 - time07/08/2015 4:24:39
013950009319147 - 0.000000,0.000000 - time01/01/2000 8:13:05
013950009319972 - 0.000000,0.000000 - time01/01/2000 7:22:42
013950009324477 - 0.000000,0.000000 - time01/01/2000 7:32:48
013950009328270 - 0.000000,0.000000 - time01/01/2000 7:37:44
013950009319451 - 0.000000,0.000000 - time01/01/2000 8:11:08
013950009329336 - 0.000000,0.000000 - time01/01/2000 8:07:38
013950009320426 - 0.000000,0.000000 - time01/01/2000 7:58:25
013950009319147 - 0.000000,0.000000 - time01/01/2000 8:14:05
013950009309213 - 0.000000,0.000000 - time01/01/2000 7:53:29
013777008958603 - 9.762193,99.082160 - time07/08/2015 4:25:09
013950009319972 - 0.000000,0.000000 - time01/01/2000 7:23:42
013950009324477 - 0.000000,0.000000 - time01/01/2000 7:33:48
013950009328270 - 0.000000,0.000000 - time01/01/2000 7:38:44
013950009319451 - 0.000000,0.000000 - time01/01/2000 8:11:13
013950009329336 - 0.000000,0.000000 - time01/01/2000 8:08:38
013950009319147 - 0.000000,0.000000 - time01/01/2000 8:15:05
013950009320426 - 0.000000,0.000000 - time01/01/2000 7:59:25
013950009309213 - 0.000000,0.000000 - time01/01/2000 7:53:32
013777008958603 - 9.762193,99.082160 - time07/08/2015 4:25:39
013950009324477 - 0.000000,0.000000 - time01/01/2000 7:34:33
013950009328270 - 13.834978,100.514266 - time11/09/2015 10:23:53
013950009319451 - 0.000000,0.000000 - time01/01/2000 8:12:07
013950009329336 - 0.000000,0.000000 - time01/01/2000 8:08:41
013950009319972 - 0.000000,0.000000 - time01/01/2000 7:24:41
013950009320426 - 0.000000,0.000000 - time01/01/2000 8:00:25
013950009319147 - 0.000000,0.000000 - time01/01/2000 8:16:05
013950009309213 - 0.000000,0.000000 - time01/01/2000 7:54:32
013777008958603 - 9.762193,99.082160 - time07/08/2015 4:26:09
013950009324477 - 0.000000,0.000000 - time01/01/2000 7:34:48
013950009328270 - 0.000000,0.000000 - time01/01/2000 7:39:44
013950009319451 - 0.000000,0.000000 - time01/01/2000 8:13:07
013950009319972 - 0.000000,0.000000 - time01/01/2000 7:25:41
013950009320426 - 0.000000,0.000000 - time01/01/2000 8:01:25
013950009319147 - 0.000000,0.000000 - time01/01/2000 8:16:11
013950009309213 - 0.000000,0.000000 - time01/01/2000 7:55:32
013950009329336 - 0.000000,0.000000 - time01/01/2000 8:09:38
013777008958603 - 9.762193,99.082160 - time07/08/2015 4:26:38
013950009324477 - 0.000000,0.000000 - time01/01/2000 7:35:47
013950009328270 - 0.000000,0.000000 - time01/01/2000 7:40:43
013950009319451 - 0.000000,0.000000 - time01/01/2000 8:14:07
013950009319972 - 0.000000,0.000000 - time01/01/2000 7:26:20
013950009320426 - 0.000000,0.000000 - time01/01/2000 8:02:25
013950009319147 - 0.000000,0.000000 - time01/01/2000 8:17:05
013950009309213 - 0.000000,0.000000 - time01/01/2000 7:56:31
013950009329336 - 0.000000,0.000000 - time01/01/2000 8:10:38
013777008958603 - 9.762193,99.082160 - time07/08/2015 4:27:08
013950009328270 - 0.000000,0.000000 - time01/01/2000 7:41:43
013950009319451 - 0.000000,0.000000 - time01/01/2000 8:15:07
013950009319972 - 0.000000,0.000000 - time01/01/2000 7:26:41
013950009320426 - 0.000000,0.000000 - time01/01/2000 8:03:25
013950009319147 - 0.000000,0.000000 - time01/01/2000 8:18:05
013950009324477 - 0.000000,0.000000 - time01/01/2000 7:36:47
013950009329336 - 0.000000,0.000000 - time01/01/2000 8:11:38
013950009309213 - 0.000000,0.000000 - time01/01/2000 7:57:31
013950009319451 - 0.000000,0.000000 - time01/01/2000 8:16:07
013950009319972 - 0.000000,0.000000 - time01/01/2000 7:27:41
013777008958603 - 9.762193,99.082160 - time07/08/2015 4:27:38
013950009324477 - 0.000000,0.000000 - time01/01/2000 7:37:47
013950009328270 - 0.000000,0.000000 - time01/01/2000 7:42:43
013950009320426 - 0.000000,0.000000 - time01/01/2000 8:03:28
013950009329336 - 0.000000,0.000000 - time01/01/2000 8:12:39
013950009319147 - 0.000000,0.000000 - time01/01/2000 8:19:05
013950009309213 - 0.000000,0.000000 - time01/01/2000 7:58:31
013950009319972 - 0.000000,0.000000 - time01/01/2000 7:28:41
013777008958603 - 9.762193,99.082160 - time07/08/2015 4:28:07
013950009324477 - 0.000000,0.000000 - time01/01/2000 7:38:47
013950009328270 - 0.000000,0.000000 - time01/01/2000 7:43:43
013950009320426 - 0.000000,0.000000 - time01/01/2000 8:04:25
013950009319451 - 0.000000,0.000000 - time01/01/2000 8:16:16
013950009329336 - 0.000000,0.000000 - time01/01/2000 8:13:39
013950009319147 - 0.000000,0.000000 - time01/01/2000 8:20:05
013950009309213 - 0.000000,0.000000 - time01/01/2000 7:59:31
013950009319972 - 0.000000,0.000000 - time01/01/2000 7:29:41
013777008958603 - 9.762193,99.082160 - time07/08/2015 4:28:37
013950009324477 - 13.834903,100.514283 - time11/09/2015 10:24:02
013950009328270 - 0.000000,0.000000 - time01/01/2000 7:44:43
013950009320426 - 0.000000,0.000000 - time01/01/2000 8:05:25
013950009329336 - 0.000000,0.000000 - time01/01/2000 8:13:44
013950009319147 - 0.000000,0.000000 - time01/01/2000 8:21:05
013950009319451 - 0.000000,0.000000 - time01/01/2000 8:17:07
013950009309213 - 0.000000,0.000000 - time01/01/2000 8:00:30
013950009319972 - 0.000000,0.000000 - time01/01/2000 7:30:41
013950009324477 - 0.000000,0.000000 - time01/01/2000 7:39:47
013950009328270 - 0.000000,0.000000 - time01/01/2000 7:45:34
013777008958603 - 9.762193,99.082160 - time07/08/2015 4:29:07
013950009320426 - 0.000000,0.000000 - time01/01/2000 8:06:25
013950009329336 - 0.000000,0.000000 - time01/01/2000 8:14:39
013950009319147 - 0.000000,0.000000 - time01/01/2000 8:21:13
013950009319451 - 0.000000,0.000000 - time01/01/2000 8:18:07
013950009309213 - 13.835035,100.514218 - time11/09/2015 10:24:04
013777008958603 - 9.762193,99.082160 - time07/08/2015 4:29:36
013950009324477 - 0.000000,0.000000 - time01/01/2000 7:40:47
013950009328270 - 0.000000,0.000000 - time01/01/2000 7:45:43
013950009320426 - 0.000000,0.000000 - time01/01/2000 8:07:25
013950009329336 - 0.000000,0.000000 - time01/01/2000 8:15:39
013950009319147 - 0.000000,0.000000 - time01/01/2000 8:22:04
013950009319972 - 0.000000,0.000000 - time01/01/2000 7:31:41
013950009309213 - 0.000000,0.000000 - time01/01/2000 8:01:30
013950009319451 - 13.834905,100.514243 - time11/09/2015 10:24:04
013950009324477 - 0.000000,0.000000 - time01/01/2000 7:41:46
013777008958603 - 9.762193,99.082160 - time07/08/2015 4:30:06
013950009320426 - 0.000000,0.000000 - time01/01/2000 8:08:25
013950009328270 - 0.000000,0.000000 - time01/01/2000 7:46:43
013950009319147 - 0.000000,0.000000 - time01/01/2000 8:23:04
013950009319451 - 0.000000,0.000000 - time01/01/2000 8:19:07
013950009309213 - 0.000000,0.000000 - time01/01/2000 8:02:30
013950009319972 - 0.000000,0.000000 - time01/01/2000 7:32:41
013950009329336 - 0.000000,0.000000 - time01/01/2000 8:16:39
013950009324477 - 0.000000,0.000000 - time01/01/2000 7:42:46
013777008958603 - 9.762193,99.082160 - time07/08/2015 4:30:36
013950009320426 - 0.000000,0.000000 - time01/01/2000 8:08:31
013950009328270 - 0.000000,0.000000 - time01/01/2000 7:47:42
013950009319147 - 0.000000,0.000000 - time01/01/2000 8:24:04
013950009319451 - 0.000000,0.000000 - time01/01/2000 8:20:06
013950009309213 - 0.000000,0.000000 - time01/01/2000 8:03:30
013950009329336 - 0.000000,0.000000 - time01/01/2000 8:17:39
